original_text,cleaned_text,Topic
"Forwarded...... .......Food for thought …🤔 ‘If you are open minded enough to take these words in, have a think about it. This was posted to the NZ Prime Ministers page Posted on *Jacinda Ardern's page*: by a person named *Jo Wright* Of all the vaccines I have taken in my life like Tetanus shots, measles, mumps, polio, meningitis, TB shots, etc... Never have I heard so many lies and deceptions over a vaccine that says I have to wear a mask and socially distance even when fully vaccinated, and that I could still contract or spread the virus even after being fully vaccinated. Never had to get tested when I was perfectly healthy without any symptoms whatsoever. Never been bribed by the establishments to take the vaccine in order to win a holiday and/or cash prizes or earn frequent flyer points. I never had to worry about cardiac issues, neurological disorders, blood clots and sadly more! Didn't even have to worry about death. Never was I ever THREATENED by the use of FORCE by the Government, Employers, Police force, and Military for a vaccine as seen overseas. I was never judged by my friends or relatives if I didn't take it. I was never discriminated against for travel or other regular services to a point where I could not buy or sell without it. The vaccines I have listed above never told me I was a bad person for not taking them or for even taking them for that matter. I have never seen a vaccine that threatened the relationship between my family members and/or close friends to a point of destroying my relationships with them ever. Never have I seen it used for political gain. Never seen a vaccine needing 24/7 mass media advertising and promotion on every media outlet known to man even with the participation of the respective Health Minister. Then there’s mixing and matching different vaccine brands and being told it's okay to do it one day and then told the next day to not do it (overseas). I have never seen a vaccine threaten someone's livelihood, as well as wipe out their jobs. I have never seen a vaccine that allows a 12-year-old child's consent to supersede their parent's consent (that one alone blows me away). Finally, after all the vaccines (jab, shots) I listed above, I have never seen a vaccine like this one that discriminates, divides, and judges a society. So much information is censored, deleted, and removed from the internet and mainstream media! So many doctors, health care professionals, police and scientists are censored and forbidden to speak out or ask legitimate questions when what is being allowed or not allowed does not make sense! Particularly when it comes from mainstream media. I have never known a vaccine that has made all the Pharmaceutical companies that manufacture it exempt from liability if it kills everyone to a point where no life insurance will cover it! This is one powerful vaccine guys! It does all these things above that I have mentioned and yet? It does NOT do the one thing it is supposed to do which is? FIGHT OFF THIS PANDEMIC.",forwarded food thought thinking face open minded enough take words think posted nz prime ministers page posted jacinda page person named jo wright vaccines taken life like tetanus shots measles mumps polio meningitis tb shots etc never heard many lies deceptions vaccine says wear mask socially distance even fully vaccinated could still contract spread virus even fully vaccinated never get tested perfectly healthy without symptoms whatsoever never bribed establishments take vaccine order win holiday cash prizes earn frequent flyer points never worry cardiac issues neurological disorders blood clots sadly even worry death never ever threatened use force government employers police force military vaccine seen overseas never judged friends relatives take never discriminated travel regular services point could buy sell without vaccines listed never told bad person taking even taking matter never seen vaccine threatened relationship family members close friends point destroying relationships ever never seen used political gain never seen vaccine needing mass media advertising promotion every media outlet known man even participation respective health minister mixing matching different vaccine brands told okay one day told next day overseas never seen vaccine threaten someone livelihood well wipe jobs never seen vaccine allows consent supersede consent one alone blows away finally vaccines jab shots listed never seen vaccine like one discriminates divides judges society much information censored deleted removed internet mainstream media many doctors health care professionals police scientists censored forbidden speak ask legitimate questions allowed allowed make sense particularly comes mainstream media never known vaccine made pharmaceutical companies manufacture exempt liability kills everyone point life insurance cover one powerful vaccine guys things mentioned yet one thing supposed fight pandemic,1
"This crazy woman deserves to be jailed, for wasting public resources!",crazy woman deserves jailed wasting public resources,1
I don't think you did any wrong...thank you also for pointing out the truths plus also share how the people have suffered under these measures...thei r views being expressed are true and sincere...,think wrong thank also pointing truths plus also share people suffered measures thei r views expressed true sincere,1
You should be fined to the fullest for your actions. Your antivax stance is helping to put the lives of people such as my wife who is immunosuppresse d at risk.,fined fullest actions antivax stance helping put lives people wife immunosuppresse risk,1
"The Straits Time keep calling this group name; Healing The Divide became Anti-Vaccine and members became followers!? THOSE WHO LOST THEIR CONSCIENCE, HOW COULD THEY SLEEP SOUNDLY AT NIGHT?! 🤮",straits time keep calling group name healing divide became members became followers lost conscience could sleep soundly night face vomiting,1
Maybe just take the damn vaccine and don't divide yourself from others??,maybe take damn vaccine divide others,1
https:// www.foxnews.com/ sports/ ufc-dana-white-c ovid-diagnosis- joe-rogan,https skeptical annoyed undecided uneasy hesitant sports,0
LOL you panic liao?,lol panic liao,0
https:// rumble.com/ vpz3qs-south-afr ican-president- nobody-will-be- forced-to-take- covid-vaccine.h tml,https skeptical annoyed undecided uneasy hesitant vpz h tml,0
Another one down  https:// www.youtube.com/ watch?v=4gIuyFix gaU,another one https skeptical annoyed undecided uneasy hesitant watch v gau,0
"Thank you for clarifying, Iris. These vax differentiating measures have caused so much distress and division in society. I think they are morally wrong. Thank you for being the voice for the voiceless.",thank clarifying iris vax differentiating measures caused much distress division society think morally wrong thank voice voiceless,0
Queenie Yeo,queenie yeo,1
🤣🤣 Be careful!! What they are saying is these places are infected!!!,rolling floor laughing rolling floor laughing careful saying places infected,1
This is called bullying in terms of protecting the unvaccinated…,called bullying terms protecting unvaccinated,1
Don Lee,lee,1
Does this include work places? Seems like it as work place from Jan onwards only allow vaccinated individual to enter. So what’s going to happen to those employees who are not vaccinated by choice? It seems like a clear message from our G! Mandatory vaccines through other means other than through law.,include work places seems like work place jan onwards allow vaccinated individual enter going happen employees vaccinated choice seems like clear message g mandatory vaccines means law,1
It was never about the 🦠 its about control,never microbe control,1
https:// lbry.tv/ @bgAABLribp:3/ Dr.-Coleman-Fina l-Warning:1,https skeptical annoyed undecided uneasy hesitant doctor,0
https:// gprc.global/,https skeptical annoyed undecided uneasy hesitant,0
"The opening words ""voluntarily unvaccinated"" is another way of telling people what the ""default"" is.",opening words voluntarily unvaccinated another way telling people default,1
Learn all about what's in the mrna vaccines:  https:// www.bitchute.com /video/ S7MnLlRy8kij/,learn mrna vaccines https skeptical annoyed undecided uneasy hesitant video,1
There has not been any logic in the VDSMMs that have been released and each time a new announcement is made it gets more and more ridiculous 🤦‍♀️,logic vdsmms released time new announcement made gets ridiculous,1
举头三尺有神明。做事别太绝。人 在做，天在看。尽人事，看天命。,举头三尺有神明 做事别太绝 人 在做 天在看 尽人事 看天命,1
THE JAB MUST BE STOPPED IMMEDIATELY!!! https:// www.theirlyingto you.com/post/ please-watch-til l-the-end,jab must stopped immediately https skeptical annoyed undecided uneasy hesitant,0
This ignorant shop in Bras Basah will ask for customers for vax status even though it does not need to.  But they are willing to buy books from you.  Do you want to patronize this kind of business?,ignorant shop bras basah ask customers vax status even though need willing buy books want patronize kind business,1
There is a new variant B.1.1.529 from South Africa...let us see if the vaccines and boosters works for the people here...,new variant b south africa let us see vaccines boosters works people,1
"The logic is that vaccinated people are less likely to get infected and less likely to spread the virus. While unvaccinated people are at a far higher risk to get infected, have more severe symptoms and are 90% more likely to die from the disease. This is not about building bridges, this is about protecting people who are too stupid to protect themselves and don't give a shit if they infect others.",logic vaccinated people less likely get infected less likely spread virus unvaccinated people far higher risk get infected severe symptoms likely die disease building bridges protecting people stupid protect give shit infect others,1
https:// facescrimesagain sthumanity.club /,https skeptical annoyed undecided uneasy hesitant facescrimesagain,0
Everyone who wants to get vaccinated and boosted should be free to do so. But nobody should be coerced by the government to partake in any medical procedure. Certainly not one where the government wants to hide the full information relied upon for its licensure until the year 2076!,everyone wants get vaccinated boosted free nobody coerced government partake medical procedure certainly one government wants hide full information relied upon licensure year,1
"Moh got this thinking: the vaxed if infected, will not serious, but unvaxed infected, sure need oxygen or in ICU. But all depends on age and health condition. If one day more vaxed need oxygen, in ICU, or die, they still blame unvaxed? In Taiwan, more vaccinated people died than those died from covid. Then vaccine can prevent what?",ministry of health got thinking vaccinated infected serious unvaxed infected sure need oxygen intensive care unit depends age health condition one day vaccinated need oxygen intensive care unit die still blame unvaxed taiwan vaccinated people died died covid vaccine prevent,1
It’s never ever abt protecting unvax its agenda not to let anyone off without the jab,never ever protecting unvax agenda let anyone without jab,1
Who ever plan for this endemic live with covid I pray every night they can’t sleep peacefully,ever plan endemic live covid pray every night cannot sleep peacefully,1
holding all at gunpoint now,holding gunpoint,1
This is a govt that Singaporeans need to work hard to vote out during the next GE. Hope we all do not forget the evil things they have done when the time comes. Majulah Singapura !,government singapore citizens need work hard vote next ge hope forget evil things done time comes majulah singapura,1
This is modern medical and political science. It only works as dictatorship. No proof required for dictators except coercion,modern medical political science works dictatorship proof required dictators except coercion,1
"""All Trannies rule through Fraud & Force But once the Fraud is Exposed They must rely exclusively on Force"" - George Orwell",trannies rule fraud force fraud exposed must rely exclusively force george orwell,1
When you vote in senseless leaders they give you senseless laws!,vote senseless leaders give senseless laws,1
https:// youtu.be/ hHxk1Mg5n7I,https skeptical annoyed undecided uneasy hesitant hhxk,0
"Dear MOH, what kind of deception are you under? If you are really protecting the unvax, then the highest priority will be to protect the medically ineligible instead of letting them go out (using your logic)😳",dear ministry of health kind deception really protecting unvax highest priority protect medically ineligible instead letting go using logic flushed face,1
Yup they cannot produce anythg Science based in their measures. Making themselves really a bunch of nincompoops and the world is laughing at their leadership.,yup cannot produce anythg science based measures making really bunch nincompoops world laughing leadership,1
